,bandwidth,startTime,sendTime,1,2
1700,412,37,2,0.0,37.0
1701,248,8,24,0.0,8.0
1702,258,29,18,0.0,29.0
1703,551,37,24,0.0,37.0
1704,394,22,48,7.0,64.0
1705,771,27,32,0.0,27.0
1706,949,45,19,0.0,45.0
1707,54,37,20,0.0,37.0
1708,703,36,7,0.0,36.0
1709,12,13,32,0.0,13.0
1710,869,16,42,0.0,18.0
1711,516,50,35,0.0,50.0
1712,43,19,32,0.0,19.0
1713,362,42,43,0.0,42.0
1714,590,48,29,0.0,48.0
1715,598,32,29,0.0,32.0
1716,727,9,44,0.0,23.0
1717,880,24,19,0.0,24.0
1718,347,49,14,0.0,49.0
1719,778,20,3,0.0,20.0
1720,290,11,20,0.0,11.0
1721,389,13,33,0.0,13.0
1722,125,16,11,0.0,16.0
1723,43,26,9,0.0,26.0
1724,732,19,3,0.0,19.0
1725,316,24,43,0.0,24.0
1726,544,20,38,0.0,20.0
1727,26,29,27,0.0,29.0
1728,404,19,1,0.0,19.0
1729,700,6,26,0.0,6.0
1730,164,1,5,5.0,1.0
1731,199,47,1,0.0,47.0
1732,620,28,28,0.0,28.0
1733,287,24,40,0.0,24.0
1734,564,17,3,0.0,17.0
1735,788,41,23,0.0,41.0
1736,333,0,23,6.0,3.0
1737,968,48,31,0.0,48.0
1738,912,36,16,0.0,36.0
1739,771,49,29,0.0,49.0
1740,400,26,9,0.0,26.0
1741,820,10,28,0.0,10.0
1742,475,7,29,0.0,7.0
1743,318,3,47,5.0,3.0
1744,723,34,39,0.0,34.0
1745,426,16,38,0.0,16.0
1746,156,16,5,0.0,16.0
1747,315,10,48,1.0,10.0
1748,911,39,37,0.0,39.0
1749,26,2,30,0.0,4.0
1750,661,10,45,0.0,28.0
1751,406,43,39,0.0,43.0
1752,849,0,27,1.0,4.0
1753,930,22,30,0.0,22.0
1754,167,10,30,0.0,10.0
1755,759,30,32,0.0,30.0
1756,359,28,44,0.0,28.0
1757,20,13,7,0.0,13.0
1758,286,44,16,0.0,44.0
1759,599,22,35,0.0,22.0
1760,164,15,24,0.0,15.0
1761,820,32,47,1.0,118.0
1762,331,7,37,0.0,7.0
1763,335,19,26,0.0,19.0
1764,959,18,39,0.0,18.0
1765,860,2,26,7.0,3.0
1766,229,12,10,0.0,12.0
1767,436,27,36,0.0,27.0
1768,278,12,20,0.0,12.0
1769,266,49,24,0.0,49.0
1770,843,27,7,0.0,27.0
1771,625,6,36,0.0,7.0
1772,367,19,24,0.0,19.0
1773,687,14,25,0.0,14.0
1774,698,38,35,0.0,38.0
1775,551,44,37,0.0,44.0
1776,872,43,24,0.0,43.0
1777,412,48,38,0.0,48.0
1778,867,33,27,0.0,33.0
1779,246,13,1,0.0,13.0
1780,109,28,44,0.0,28.0
1781,672,16,46,0.0,34.0
1782,149,12,44,0.0,25.0
1783,733,46,6,0.0,46.0
1784,977,2,1,0.0,2.0
1785,331,49,19,0.0,49.0
1786,581,11,13,0.0,11.0
1787,980,11,20,0.0,11.0
1788,317,50,27,0.0,50.0
1789,820,43,16,0.0,43.0
1790,64,17,43,0.0,20.0
1791,445,2,18,0.0,2.0
1792,32,28,49,3.0,48.0
1793,213,2,28,0.0,4.0
1794,82,31,8,0.0,31.0
1795,545,1,47,5.0,1.0
1796,852,15,47,4.0,15.0
1797,896,18,24,0.0,18.0
1798,831,49,5,0.0,49.0
1799,374,31,19,0.0,31.0
1800,729,38,13,0.0,38.0
1801,776,25,6,0.0,25.0
1802,300,6,35,0.0,7.0
1803,145,40,25,0.0,40.0
1804,894,24,49,0.0,140.0
1805,585,13,8,0.0,13.0
1806,41,2,11,0.0,2.0
1807,682,18,25,0.0,18.0
1808,92,46,37,0.0,46.0
1809,991,24,7,0.0,24.0
1810,207,33,21,0.0,33.0
1811,926,15,44,0.0,25.0
1812,856,3,25,5.0,3.0
1813,760,16,44,0.0,22.0
1814,480,35,44,0.0,35.0
1815,519,45,48,4.0,77.0
1816,802,46,46,0.0,46.0
1817,1000,10,5,0.0,10.0
1818,290,37,13,0.0,37.0
1819,891,43,4,0.0,43.0
1820,290,30,14,0.0,30.0
1821,441,27,41,0.0,27.0
1822,845,3,11,3.0,3.0
1823,407,6,36,0.0,7.0
1824,399,38,39,0.0,38.0
1825,929,33,39,0.0,33.0
1826,529,43,17,0.0,43.0
1827,911,15,50,4.0,15.0
1828,483,5,34,0.0,6.0
1829,121,36,15,0.0,36.0
1830,941,29,41,0.0,29.0
1831,362,26,18,0.0,26.0
1832,460,20,33,0.0,20.0
1833,622,10,8,0.0,10.0
1834,770,47,2,0.0,47.0
1835,801,3,27,5.0,4.0
1836,680,6,36,0.0,7.0
1837,893,18,25,0.0,18.0
1838,806,13,43,0.0,20.0
1839,813,18,33,0.0,18.0
1840,301,49,41,0.0,49.0
1841,690,9,39,0.0,9.0
1842,707,45,29,0.0,45.0
1843,495,18,32,0.0,18.0
1844,185,12,32,0.0,12.0
1845,272,40,21,0.0,40.0
1846,330,9,9,0.0,9.0
1847,404,4,3,0.0,4.0
1848,425,4,50,3.0,4.0
1849,326,48,5,0.0,48.0
1850,630,1,37,0.0,8.0
1851,815,29,37,0.0,29.0
1852,466,31,10,0.0,31.0
1853,296,47,33,0.0,47.0
1854,183,48,8,0.0,48.0
1855,320,9,16,0.0,9.0
1856,755,50,29,0.0,50.0
1857,181,1,9,1.0,2.0
1858,111,43,46,0.0,43.0
1859,600,4,42,0.0,16.0
1860,484,4,2,0.0,4.0
1861,172,31,46,0.0,33.0
1862,998,30,21,0.0,30.0
1863,512,26,23,0.0,26.0
1864,148,46,20,0.0,46.0
1865,14,6,16,0.0,6.0
1866,797,35,21,0.0,35.0
1867,296,43,6,0.0,43.0
1868,326,25,34,0.0,25.0
1869,880,37,43,0.0,37.0
1870,711,45,10,0.0,45.0
1871,793,14,47,2.0,14.0
1872,968,21,7,0.0,21.0
1873,212,12,30,0.0,12.0
1874,95,50,32,0.0,50.0
1875,928,6,36,0.0,7.0
1876,717,10,1,0.0,10.0
1877,56,26,10,0.0,26.0
1878,637,18,7,0.0,18.0
1879,769,40,14,0.0,40.0
1880,772,28,31,0.0,28.0
1881,336,47,13,0.0,47.0
1882,97,33,14,0.0,33.0
1883,447,29,6,0.0,29.0
1884,763,49,12,0.0,49.0
1885,325,50,41,0.0,50.0
1886,584,28,26,0.0,28.0
1887,578,38,35,0.0,38.0
1888,75,23,18,0.0,23.0
1889,957,50,25,0.0,50.0
1890,247,26,31,0.0,26.0
1891,168,38,3,0.0,38.0
1892,926,18,12,0.0,18.0
1893,714,19,37,0.0,19.0
1894,110,38,20,0.0,38.0
1895,850,11,24,0.0,11.0
1896,763,42,32,0.0,42.0
1897,176,26,45,0.0,30.0
1898,199,17,1,0.0,17.0
1899,788,21,26,0.0,21.0
1900,343,1,13,2.0,2.0
1901,914,46,7,0.0,46.0
1902,284,49,3,0.0,49.0
1903,573,20,34,0.0,20.0
1904,140,26,18,0.0,26.0
1905,904,9,45,0.0,31.0
1906,937,14,26,0.0,14.0
1907,254,43,7,0.0,43.0
1908,245,31,44,0.0,31.0
1909,828,16,15,0.0,16.0
1910,543,20,43,0.0,21.0
1911,574,40,27,0.0,40.0
1912,958,0,40,0.0,11.0
1913,181,16,43,0.0,20.0
1914,241,9,27,0.0,9.0
1915,240,41,13,0.0,41.0
1916,660,18,35,0.0,18.0
1917,124,23,36,0.0,23.0
1918,934,20,31,0.0,20.0
1919,620,22,19,0.0,22.0
1920,252,16,31,0.0,16.0
1921,539,38,26,0.0,38.0
1922,109,42,27,0.0,42.0
1923,524,25,33,0.0,25.0
1924,979,30,33,0.0,30.0
1925,281,48,12,0.0,48.0
1926,229,49,26,0.0,49.0
1927,327,32,27,0.0,32.0
1928,37,30,18,0.0,30.0
1929,246,5,44,0.0,22.0
1930,188,45,16,0.0,45.0
1931,688,17,8,0.0,17.0
1932,616,34,12,0.0,34.0
1933,659,0,46,0.0,36.0
1934,103,9,17,0.0,9.0
1935,535,44,18,0.0,44.0
1936,624,25,40,0.0,25.0
1937,883,19,5,0.0,19.0
1938,381,45,32,0.0,45.0
1939,954,5,24,0.0,5.0
1940,891,29,41,0.0,29.0
1941,812,37,34,0.0,37.0
1942,393,28,33,0.0,28.0
1943,408,38,42,0.0,38.0
1944,433,31,21,0.0,31.0
1945,310,0,17,3.0,2.0
1946,20,47,41,0.0,47.0
1947,752,7,13,0.0,7.0
1948,502,47,3,0.0,47.0
1949,297,0,42,0.0,18.0
1950,984,5,13,0.0,5.0
1951,535,13,46,0.0,40.0
1952,441,33,3,0.0,33.0
1953,56,42,33,0.0,42.0
1954,311,47,28,0.0,47.0
1955,242,43,19,0.0,43.0
1956,678,35,2,0.0,35.0
1957,653,31,19,0.0,31.0
1958,351,29,24,0.0,29.0
1959,625,42,18,0.0,42.0
1960,631,22,28,0.0,22.0
1961,107,47,40,0.0,47.0
1962,512,35,10,0.0,35.0
1963,43,36,14,0.0,36.0
1964,18,20,14,0.0,20.0
1965,728,7,33,0.0,7.0
1966,99,13,3,0.0,13.0
1967,814,35,9,0.0,35.0
1968,960,34,18,0.0,34.0
1969,495,9,37,0.0,9.0
1970,481,42,18,0.0,42.0
1971,310,44,31,0.0,44.0
1972,596,1,10,2.0,2.0
1973,174,15,8,0.0,15.0
1974,378,4,26,0.0,4.0
1975,96,28,7,0.0,28.0
1976,882,37,14,0.0,37.0
1977,574,50,43,0.0,50.0
1978,124,12,14,0.0,12.0
1979,412,48,43,0.0,48.0
1980,462,45,20,0.0,45.0
1981,968,4,24,0.0,4.0
1982,87,4,15,6.0,4.0
1983,38,16,15,0.0,16.0
1984,469,26,16,0.0,26.0
1985,926,0,8,4.0,2.0
1986,951,31,16,0.0,31.0
1987,689,27,49,4.0,97.0
1988,470,30,27,0.0,30.0
1989,796,20,23,0.0,20.0
1990,51,8,28,0.0,8.0
1991,390,14,28,0.0,14.0
1992,411,7,45,0.0,29.0
1993,195,45,16,0.0,45.0
1994,653,38,31,0.0,38.0
1995,131,46,28,0.0,46.0
1996,155,45,14,0.0,45.0
1997,760,29,3,0.0,29.0
1998,808,0,9,5.0,2.0
1999,630,4,37,0.0,8.0
2000,907,17,1,0.0,17.0
2001,695,33,2,0.0,33.0
2002,876,3,19,6.0,3.0
2003,946,25,35,0.0,25.0
2004,877,26,38,0.0,26.0
2005,700,1,21,3.0,3.0
2006,328,26,13,0.0,26.0
2007,156,21,31,0.0,21.0
2008,470,3,32,0.0,5.0
2009,253,14,36,0.0,14.0
2010,986,8,26,0.0,8.0
2011,433,28,49,0.0,70.0
2012,914,34,50,7.0,145.0
2013,908,16,18,0.0,16.0
2014,559,26,19,0.0,26.0
2015,353,16,3,0.0,16.0
2016,532,9,36,0.0,9.0
2017,970,27,42,0.0,27.0
2018,934,21,23,0.0,21.0
2019,189,30,30,0.0,30.0
2020,815,36,34,0.0,36.0
2021,87,10,16,0.0,10.0
2022,224,6,4,0.0,6.0
2023,41,36,19,0.0,36.0
2024,29,8,39,0.0,9.0
2025,243,15,41,0.0,15.0
2026,280,35,18,0.0,35.0
2027,518,37,15,0.0,37.0
2028,73,17,14,0.0,17.0
2029,938,7,26,0.0,7.0
2030,543,34,4,0.0,34.0
2031,680,40,22,0.0,40.0
2032,957,15,45,0.0,32.0
2033,554,9,13,0.0,9.0
2034,382,42,7,0.0,42.0
2035,588,7,33,0.0,7.0
2036,764,15,9,0.0,15.0
2037,685,13,3,0.0,13.0
2038,295,7,48,0.0,7.0
2039,858,10,36,0.0,10.0
2040,347,47,42,0.0,47.0
2041,91,13,21,0.0,13.0
2042,555,27,21,0.0,27.0
2043,614,42,3,0.0,42.0
2044,54,43,8,0.0,43.0
2045,810,27,2,0.0,27.0
2046,341,32,15,0.0,32.0
2047,146,29,24,0.0,29.0
2048,748,4,3,0.0,4.0
2049,199,30,18,0.0,30.0
2050,787,47,38,0.0,47.0
2051,702,8,41,0.0,14.0
2052,600,41,18,0.0,41.0
2053,394,24,43,0.0,24.0
2054,329,27,3,0.0,27.0
2055,906,12,4,0.0,12.0
2056,671,6,44,0.0,26.0
2057,146,39,11,0.0,39.0
2058,95,7,6,0.0,7.0
2059,914,44,43,0.0,44.0
2060,912,3,42,0.0,18.0
2061,401,35,38,0.0,35.0
2062,794,10,40,0.0,12.0
2063,872,42,41,0.0,42.0
2064,818,22,32,0.0,22.0
2065,649,2,27,4.0,4.0
2066,970,33,46,0.0,34.0
2067,48,19,24,0.0,19.0
2068,97,15,23,0.0,15.0
2069,54,25,25,0.0,25.0
2070,246,12,3,0.0,12.0
2071,712,30,9,0.0,30.0
2072,620,31,42,0.0,31.0
2073,452,20,14,0.0,20.0
2074,622,2,41,0.0,14.0
2075,848,18,37,0.0,18.0
2076,784,1,37,0.0,8.0
2077,240,16,19,0.0,16.0
2078,821,29,6,0.0,29.0
2079,979,41,11,0.0,41.0
2080,107,36,42,0.0,36.0
2081,349,46,47,0.0,46.0
2082,619,45,38,0.0,45.0
2083,768,14,47,2.0,14.0
2084,681,43,35,0.0,43.0
2085,476,1,50,3.0,1.0
2086,861,25,5,0.0,25.0
2087,253,9,32,0.0,9.0
2088,10,38,41,0.0,38.0
2089,79,20,17,0.0,20.0
2090,999,3,34,0.0,6.0
2091,482,12,6,0.0,12.0
2092,449,26,44,0.0,26.0
2093,99,15,42,0.0,16.0
2094,811,1,26,0.0,3.0
2095,261,17,48,4.0,17.0
2096,953,15,19,0.0,15.0
2097,217,50,7,0.0,50.0
2098,176,46,30,0.0,46.0
2099,971,29,47,0.0,153.0
2100,22,24,35,0.0,24.0
2101,39,48,23,0.0,48.0
2102,193,14,21,0.0,14.0
2103,526,48,22,0.0,48.0
2104,531,14,1,0.0,14.0
2105,598,16,21,0.0,16.0
2106,256,35,50,1.0,58.0
2107,664,23,2,0.0,23.0
2108,967,19,6,0.0,19.0
2109,482,50,10,0.0,50.0
2110,698,31,24,0.0,31.0
2111,271,1,45,0.0,29.0
2112,340,47,2,0.0,47.0
2113,524,43,43,0.0,43.0
2114,113,47,9,0.0,47.0
2115,922,20,34,0.0,20.0
2116,582,20,2,0.0,20.0
2117,665,11,41,0.0,13.0
2118,258,49,8,0.0,49.0
2119,288,13,9,0.0,13.0
2120,891,21,33,0.0,21.0
2121,528,43,45,0.0,43.0
2122,436,39,22,0.0,39.0
2123,16,50,13,0.0,50.0
2124,868,39,15,0.0,39.0
2125,154,31,7,0.0,31.0
2126,229,7,26,0.0,7.0
2127,924,27,28,0.0,27.0
2128,880,9,9,0.0,9.0
2129,382,6,13,0.0,6.0
2130,152,30,31,0.0,30.0
2131,972,2,27,2.0,4.0
2132,593,25,27,0.0,25.0
2133,936,20,46,0.0,36.0
2134,592,29,31,0.0,29.0
2135,921,9,9,0.0,9.0
2136,780,14,14,0.0,14.0
2137,293,9,1,0.0,9.0
2138,255,29,22,0.0,29.0
2139,412,29,27,0.0,29.0
2140,180,0,28,0.0,4.0
2141,303,42,29,0.0,42.0
2142,490,1,23,5.0,3.0
2143,847,47,21,0.0,47.0
2144,119,12,28,0.0,12.0
2145,258,20,21,0.0,20.0
2146,93,39,23,0.0,39.0
2147,971,45,2,0.0,45.0
2148,811,47,9,0.0,47.0
2149,542,46,44,0.0,46.0
2150,46,12,38,0.0,12.0
2151,628,24,37,0.0,24.0
2152,173,43,29,0.0,43.0
2153,704,24,12,0.0,24.0
2154,726,9,45,0.0,30.0
2155,157,38,46,0.0,40.0
2156,949,17,6,0.0,17.0
2157,388,17,41,0.0,17.0
2158,902,44,5,0.0,44.0
2159,269,6,50,5.0,6.0
2160,137,11,3,0.0,11.0
2161,711,42,28,0.0,42.0
2162,506,26,31,0.0,26.0
2163,752,25,43,0.0,25.0
2164,526,10,38,0.0,10.0
2165,470,41,16,0.0,41.0
2166,91,40,19,0.0,40.0
2167,139,27,13,0.0,27.0
2168,276,29,28,0.0,29.0
2169,449,36,19,0.0,36.0
2170,758,6,23,0.0,6.0
2171,592,40,8,0.0,40.0
2172,611,42,4,0.0,42.0
2173,665,25,20,0.0,25.0
2174,655,5,5,0.0,5.0
2175,509,4,26,0.0,4.0
2176,505,3,42,0.0,16.0
2177,676,40,8,0.0,40.0
2178,501,41,34,0.0,41.0
2179,789,41,1,0.0,41.0
2180,171,50,23,0.0,50.0
2181,41,15,20,0.0,15.0
2182,389,35,4,0.0,35.0
2183,783,1,9,4.0,2.0
2184,866,29,14,0.0,29.0
2185,190,17,23,0.0,17.0
2186,340,35,25,0.0,35.0
2187,213,34,11,0.0,34.0
2188,693,2,2,2.0,2.0
2189,465,1,21,4.0,3.0
2190,590,9,10,0.0,9.0
2191,875,26,24,0.0,26.0
2192,481,44,10,0.0,44.0
2193,422,28,46,0.0,37.0
2194,723,4,29,0.0,4.0
2195,214,46,31,0.0,46.0
2196,572,39,35,0.0,39.0
2197,609,6,7,0.0,6.0
2198,613,43,11,0.0,43.0
2199,657,8,32,0.0,8.0
2200,502,40,42,0.0,40.0
2201,357,6,28,0.0,6.0
2202,674,3,15,2.0,3.0
2203,746,17,31,0.0,17.0
2204,133,19,5,0.0,19.0
2205,759,8,10,0.0,8.0
2206,278,1,45,0.0,28.0
2207,677,31,35,0.0,31.0
2208,820,36,21,0.0,36.0
2209,267,48,21,0.0,48.0
2210,644,29,49,0.0,93.0
2211,29,17,10,0.0,17.0
2212,852,1,14,1.0,2.0
2213,203,33,13,0.0,33.0
2214,601,13,29,0.0,13.0
2215,171,37,6,0.0,37.0
2216,741,13,32,0.0,13.0
2217,445,35,43,0.0,35.0
2218,328,18,15,0.0,18.0
2219,243,18,36,0.0,18.0
2220,62,34,23,0.0,34.0
2221,257,35,31,0.0,35.0
2222,17,50,27,0.0,50.0
2223,748,18,49,1.0,107.0
2224,716,21,26,0.0,21.0
2225,286,18,33,0.0,18.0
2226,525,36,4,0.0,36.0
2227,802,46,10,0.0,46.0
2228,884,24,22,0.0,24.0
2229,418,18,8,0.0,18.0
2230,713,6,6,0.0,6.0
2231,225,1,3,1.0,1.0
2232,699,20,12,0.0,20.0
2233,122,41,3,0.0,41.0
2234,108,46,42,0.0,46.0
2235,776,24,45,0.0,28.0
2236,207,17,22,0.0,17.0
2237,530,34,30,0.0,34.0
2238,961,30,7,0.0,30.0
2239,64,2,19,1.0,3.0
2240,181,25,21,0.0,25.0
2241,220,24,14,0.0,24.0
2242,600,29,35,0.0,29.0
2243,434,30,3,0.0,30.0
2244,845,34,25,0.0,34.0
2245,709,12,37,0.0,12.0
2246,518,16,25,0.0,16.0
2247,477,12,43,0.0,20.0
2248,958,38,3,0.0,38.0
2249,195,35,37,0.0,35.0
2250,956,34,34,0.0,34.0
2251,820,8,34,0.0,8.0
2252,380,49,47,7.0,62.0
2253,628,49,14,0.0,49.0
2254,244,38,23,0.0,38.0
2255,942,2,3,4.0,2.0
2256,839,19,17,0.0,19.0
2257,91,15,6,0.0,15.0
2258,726,45,13,0.0,45.0
2259,37,46,34,0.0,46.0
2260,374,15,39,0.0,15.0
2261,845,36,11,0.0,36.0
2262,143,37,22,0.0,37.0
2263,611,42,22,0.0,42.0
2264,618,33,15,0.0,33.0
2265,903,5,30,0.0,5.0
2266,410,28,16,0.0,28.0
2267,962,3,24,5.0,3.0
2268,143,0,30,0.0,4.0
2269,671,40,6,0.0,40.0
2270,388,48,9,0.0,48.0
2271,432,35,16,0.0,35.0
2272,17,0,48,3.0,0.0
2273,890,22,25,0.0,22.0
2274,507,43,25,0.0,43.0
2275,540,30,36,0.0,30.0
2276,48,5,10,0.0,5.0
2277,25,23,38,0.0,23.0
2278,385,2,7,5.0,2.0
2279,143,41,36,0.0,41.0
2280,689,16,25,0.0,16.0
2281,307,10,42,0.0,16.0
2282,870,0,3,4.0,1.0
2283,382,14,18,0.0,14.0
2284,422,37,27,0.0,37.0
2285,756,38,7,0.0,38.0
2286,888,36,18,0.0,36.0
2287,774,1,45,0.0,28.0
2288,283,40,36,0.0,40.0
2289,659,24,14,0.0,24.0
2290,203,2,50,0.0,2.0
2291,640,37,43,0.0,37.0
2292,595,49,25,0.0,49.0
2293,773,34,40,0.0,34.0
2294,102,40,49,3.0,48.0
2295,783,41,40,0.0,41.0
2296,586,34,24,0.0,34.0
2297,951,11,2,0.0,11.0
2298,236,4,2,5.0,4.0
2299,930,3,18,4.0,3.0
2300,658,9,46,0.0,34.0
2301,276,40,43,0.0,40.0
2302,371,28,38,0.0,28.0
2303,473,8,38,0.0,9.0
2304,487,18,50,1.0,74.0
2305,890,8,6,0.0,8.0
2306,340,32,47,0.0,45.0
2307,999,31,34,0.0,31.0
2308,661,29,29,0.0,29.0
2309,139,42,12,0.0,42.0
2310,283,15,13,0.0,15.0
2311,668,40,43,0.0,40.0
2312,576,11,15,0.0,11.0
2313,56,13,27,0.0,13.0
2314,304,42,23,0.0,42.0
2315,917,19,20,0.0,19.0
2316,703,29,50,3.0,98.0
2317,227,29,28,0.0,29.0
2318,197,10,27,0.0,10.0
2319,426,8,4,0.0,8.0
2320,999,43,16,0.0,43.0
2321,341,17,8,0.0,17.0
2322,781,31,8,0.0,31.0
2323,668,42,18,0.0,42.0
2324,951,37,6,0.0,37.0
2325,852,13,19,0.0,13.0
2326,376,19,8,0.0,19.0
2327,307,37,28,0.0,37.0
2328,223,28,45,0.0,28.0
2329,720,48,18,0.0,48.0
2330,962,6,30,0.0,6.0
2331,910,2,13,7.0,2.0
2332,958,25,29,0.0,25.0
2333,148,31,41,0.0,31.0
2334,485,9,11,0.0,9.0
2335,39,30,18,0.0,30.0
2336,567,32,11,0.0,32.0
2337,324,24,16,0.0,24.0
2338,602,36,29,0.0,36.0
2339,885,16,8,0.0,16.0
2340,224,42,11,0.0,42.0
2341,621,27,5,0.0,27.0
2342,871,29,17,0.0,29.0
2343,415,16,24,0.0,16.0
2344,932,49,37,0.0,49.0
2345,689,0,12,2.0,2.0
2346,949,13,10,0.0,13.0
2347,611,7,29,0.0,7.0
2348,895,9,29,0.0,9.0
2349,418,44,35,0.0,44.0
2350,741,43,40,0.0,43.0
2351,919,23,15,0.0,23.0
2352,198,45,2,0.0,45.0
2353,781,12,42,0.0,15.0
2354,117,10,13,0.0,10.0
2355,778,7,2,0.0,7.0
2356,928,31,10,0.0,31.0
2357,725,29,36,0.0,29.0
2358,439,19,32,0.0,19.0
2359,962,46,13,0.0,46.0
2360,667,31,20,0.0,31.0
2361,95,36,48,3.0,48.0
2362,470,38,9,0.0,38.0
2363,171,7,29,0.0,7.0
2364,933,45,33,0.0,45.0
2365,543,29,24,0.0,29.0
2366,260,4,17,7.0,4.0
2367,992,16,11,0.0,16.0
2368,608,35,39,0.0,35.0
2369,849,28,17,0.0,28.0
2370,158,31,41,0.0,31.0
2371,547,43,7,0.0,43.0
2372,892,47,50,2.0,138.0
2373,357,49,9,0.0,49.0
2374,441,28,17,0.0,28.0
2375,174,40,41,0.0,40.0
2376,794,41,29,0.0,41.0
2377,514,12,2,0.0,12.0
2378,945,29,24,0.0,29.0
2379,854,45,27,0.0,45.0
2380,119,22,46,0.0,39.0
2381,503,12,17,0.0,12.0
2382,181,11,43,0.0,20.0
2383,582,42,22,0.0,42.0
2384,240,44,42,0.0,44.0
2385,440,44,39,0.0,44.0
2386,657,12,36,0.0,12.0
2387,239,4,34,0.0,6.0
2388,105,3,49,5.0,3.0
2389,949,9,17,0.0,9.0
2390,772,12,20,0.0,12.0
2391,811,22,28,0.0,22.0
2392,364,12,26,0.0,12.0
2393,790,5,41,0.0,13.0
2394,172,15,25,0.0,15.0
2395,171,25,7,0.0,25.0
2396,667,30,49,4.0,94.0
2397,374,15,36,0.0,15.0
2398,255,23,16,0.0,23.0
2399,650,26,28,0.0,26.0
2400,737,29,49,0.0,105.0
2401,667,39,15,0.0,39.0
2402,711,28,39,0.0,28.0
2403,134,50,38,0.0,50.0
2404,835,50,22,0.0,50.0
2405,80,41,38,0.0,41.0
2406,712,22,20,0.0,22.0
2407,771,34,2,0.0,34.0
2408,277,14,10,0.0,14.0
2409,432,34,48,1.0,70.0
2410,37,17,4,0.0,17.0
2411,467,49,12,0.0,49.0
2412,600,48,6,0.0,48.0
2413,721,45,29,0.0,45.0
2414,897,39,39,0.0,39.0
2415,581,32,12,0.0,32.0
2416,47,8,29,0.0,8.0
2417,847,18,17,0.0,18.0
2418,32,40,8,0.0,40.0
2419,12,8,50,7.0,8.0
2420,415,47,2,0.0,47.0
2421,98,47,31,0.0,47.0
2422,773,48,29,0.0,48.0
2423,426,17,9,0.0,17.0
2424,997,19,24,0.0,19.0
2425,943,34,22,0.0,34.0
2426,451,21,38,0.0,21.0
2427,424,26,24,0.0,26.0
2428,348,41,36,0.0,41.0
2429,864,47,39,0.0,47.0
2430,223,23,5,0.0,23.0
2431,405,30,40,0.0,30.0
2432,924,46,15,0.0,46.0
2433,996,48,27,0.0,48.0
2434,400,50,44,0.0,50.0
2435,811,28,4,0.0,28.0
2436,279,7,13,0.0,7.0
2437,511,0,29,0.0,4.0
2438,206,26,9,0.0,26.0
2439,625,13,3,0.0,13.0
2440,960,37,31,0.0,37.0
2441,465,47,16,0.0,47.0
2442,177,32,9,0.0,32.0
2443,901,31,2,0.0,31.0
2444,165,18,33,0.0,18.0
2445,856,0,40,0.0,12.0
2446,241,12,47,6.0,12.0
2447,294,32,26,0.0,32.0
2448,138,43,35,0.0,43.0
2449,105,9,9,0.0,9.0
2450,69,17,43,0.0,20.0
2451,881,42,50,4.0,135.0
2452,320,19,38,0.0,19.0
2453,997,24,43,0.0,24.0
2454,573,6,41,0.0,14.0
2455,67,27,4,0.0,27.0
2456,902,48,37,0.0,48.0
2457,49,14,4,0.0,14.0
2458,484,6,49,7.0,6.0
2459,45,12,47,0.0,12.0
2460,533,45,33,0.0,45.0
2461,441,43,3,0.0,43.0
2462,930,35,28,0.0,35.0
2463,398,10,21,0.0,10.0
2464,547,20,2,0.0,20.0
2465,631,21,48,6.0,91.0
2466,814,33,46,0.0,41.0
2467,285,26,2,0.0,26.0
2468,826,2,24,7.0,3.0
2469,788,45,16,0.0,45.0
2470,728,28,34,0.0,28.0
2471,36,43,21,0.0,43.0
2472,157,40,21,0.0,40.0
2473,674,21,28,0.0,21.0
2474,378,4,37,0.0,8.0
2475,971,33,8,0.0,33.0
2476,981,4,5,0.0,4.0
2477,393,29,13,0.0,29.0
2478,821,6,10,0.0,6.0
2479,691,11,34,0.0,11.0
2480,704,30,15,0.0,30.0
2481,154,7,18,0.0,7.0
2482,175,24,7,0.0,24.0
2483,291,30,14,0.0,30.0
2484,359,11,34,0.0,11.0
2485,524,41,14,0.0,41.0
2486,541,1,44,0.0,25.0
2487,575,3,7,1.0,3.0
2488,119,33,37,0.0,33.0
2489,638,19,46,0.0,36.0
2490,761,6,4,0.0,6.0
2491,456,6,4,0.0,6.0
2492,448,48,9,0.0,48.0
2493,563,13,14,0.0,13.0
2494,369,18,21,0.0,18.0
2495,666,35,16,0.0,35.0
2496,936,0,1,4.0,1.0
2497,274,5,32,0.0,5.0
2498,648,33,30,0.0,33.0
2499,215,23,9,0.0,23.0
2500,595,39,40,0.0,39.0
2501,79,22,39,0.0,22.0
2502,64,48,12,0.0,48.0
2503,479,32,2,0.0,32.0
2504,160,38,49,5.0,53.0
2505,645,11,33,0.0,11.0
2506,999,22,14,0.0,22.0
2507,20,46,26,0.0,46.0
2508,500,19,1,0.0,19.0
2509,190,2,20,6.0,3.0
2510,608,17,24,0.0,17.0
2511,913,8,30,0.0,8.0
2512,438,40,36,0.0,40.0
2513,682,39,32,0.0,39.0
2514,93,44,20,0.0,44.0
2515,544,35,14,0.0,35.0
2516,43,50,23,0.0,50.0
2517,127,35,27,0.0,35.0
2518,680,20,40,0.0,20.0
2519,609,11,35,0.0,11.0
2520,204,12,27,0.0,12.0
2521,487,46,50,7.0,72.0
